start_total_XBT,0.01635216
start_total_XBT,0.01635199
start_total_XBT,0.01632633
start_total_XBT,0.01632085
start_total_XBT,0.016321
start_total_XBT,0.01627827
start_total_XBT,0.01627077
start_total_XBT,0.01623961
start_total_XBT,0.016224950000000002
start_total_XBT,0.01622682
start_total_XBT,0.01623988
start_total_XBT,0.01565362
start_total_XBT,0.01625703
start_total_XBT,0.01620641
start_total_XBT,0.016253590000000002
start_total_XBT,0.01625157
start_total_XBT,0.0147368
start_total_XBT,0.013311
start_total_XBT,0.0120321
start_total_XBT,0.01343132
start_total_XBT,0.01408111
start_total_XBT,0.01277008
start_total_XBT,0.01196345
start_total_XBT,0.01172477
start_total_XBT,0.01063716
start_total_XBT,0.00965843
start_total_XBT,0.00872765
start_total_XBT,0.00783209
start_total_XBT,0.01199321
start_total_XBT,0.01199321
start_total_XBT,0.0119109
start_total_XBT,0.01081815
start_total_XBT,0.00979314
start_total_XBT,0.011911670000000001
start_total_XBT,0.01190894
start_total_XBT,0.01194134
start_total_XBT,0.01193054
start_total_XBT,0.01192108
start_total_XBT,0.0119071
start_total_XBT,0.01192104
start_total_XBT,0.0
start_total_XBT,0.0
start_total_XBT,0.011822590000000001
start_total_XBT,0.011822590000000001
start_total_XBT,0.0118165
start_total_XBT,0.01165514
start_total_XBT,0.01161182
start_total_XBT,0.01143542
start_total_XBT,0.011826940000000001
start_total_XBT,0.0
start_total_XBT,0.0
start_total_XBT,0.01172015
start_total_XBT,0.01172015
start_total_XBT,0.01171651
start_total_XBT,0.01164646
start_total_XBT,0.01160686
start_total_XBT,0.0
start_total_XBT,0.01170204
start_total_XBT,0.01160219
start_total_XBT,0.0
start_total_XBT,0.01139424
start_total_XBT,0.01014261
start_total_XBT,0.01007617
start_total_XBT,0.00993818
start_total_XBT,0.010578810000000001
start_total_XBT,0.01054441
start_total_XBT,0.01068201
start_total_XBT,0.01059792
start_total_XBT,0.01057841
start_total_XBT,0.01047203
start_total_XBT,0.010379030000000001
start_total_XBT,0.01034183
start_total_XBT,0.010288
start_total_XBT,0.01001367
start_total_XBT,0.00988875
start_total_XBT,0.00990935
start_total_XBT,0.01028429
start_total_XBT,0.01038529
start_total_XBT,0.00976271
start_total_XBT,0.00984591
start_total_XBT,0.009859960000000001
start_total_XBT,0.01019916
start_total_XBT,0.01011353
start_total_XBT,0.01022053
start_total_XBT,0.0102009
start_total_XBT,0.01017884
start_total_XBT,0.01015724
start_total_XBT,0.01028761
start_total_XBT,0.01048381
start_total_XBT,0.01046178
start_total_XBT,0.01017552
start_total_XBT,0.01015312
start_total_XBT,0.01015483
start_total_XBT,0.00983577
start_total_XBT,0.00967431
start_total_XBT,0.00955116
start_total_XBT,0.00952758
start_total_XBT,0.00844872
start_total_XBT,0.00416472
